customer_id,income,employment_status,age_band,debt_to_income,credit_history_length,existing_debt,missed_payments_12m,housing_status,region,digital_access_score,protected_group_proxy,loan_default
ECB-00592,34421.0,employed,50-64,0.471,7.0,10751.0,0,private_rent,Dublin,49.9,A,0
ECB-00593,46830.0,self_employed,65+,0.127,15.1,3594.0,1,owner,Rural,17.5,A,0
ECB-00594,29078.0,employed,35-49,0.59,19.5,6340.0,0,private_rent,Dublin,88.8,B,1
ECB-00595,25837.0,employed,18-24,0.277,5.6,3940.0,0,private_rent,Rural,51.0,A,0
ECB-00596,35777.0,self_employed,18-24,0.565,20.0,9819.0,0,social_rent,Dublin,41.1,A,0
ECB-00597,84693.0,self_employed,35-49,0.371,15.1,17733.0,1,mortgage,Cork,70.3,A,0
ECB-00598,23826.0,unemployed,25-34,0.712,8.8,9860.0,3,private_rent,Cork,41.2,A,1
ECB-00599,27122.0,self_employed,25-34,0.495,10.0,13929.0,0,mortgage,Rural,65.3,B,0
ECB-00600,36424.0,employed,65+,0.39,11.8,7291.0,0,private_rent,Dublin,40.9,B,0
ECB-00601,36450.0,part_time,25-34,0.35,9.8,12816.0,0,owner,Dublin,79.6,B,0
ECB-00602,12000.0,unemployed,65+,0.672,16.4,8366.0,2,social_rent,Limerick,62.1,B,1
ECB-00603,26968.0,part_time,50-64,0.374,6.4,7277.0,0,social_rent,Limerick,82.9,B,0
ECB-00604,19555.0,unemployed,35-49,0.387,1.3,7041.0,2,private_rent,Limerick,71.7,A,0
ECB-00605,34471.0,part_time,35-49,0.402,15.4,8376.0,1,private_rent,Dublin,52.5,A,0
ECB-00606,32413.0,part_time,25-34,0.178,13.6,2104.0,0,owner,Dublin,49.3,A,0
ECB-00607,31272.0,employed,35-49,0.133,1.1,3810.0,0,private_rent,Rural,53.4,B,0
ECB-00608,20306.0,part_time,25-34,0.728,9.4,12349.0,0,mortgage,Galway,98.9,B,0
ECB-00609,25197.0,employed,65+,0.176,18.8,3198.0,1,private_rent,Galway,42.5,B,0
ECB-00610,23096.0,employed,25-34,0.419,13.3,10350.0,1,owner,Dublin,70.9,A,0
ECB-00611,44283.0,self_employed,25-34,0.723,4.9,29851.0,2,private_rent,Dublin,95.3,A,1
ECB-00612,21208.0,unemployed,50-64,0.509,13.6,7459.0,7,mortgage,Rural,67.6,B,1
ECB-00613,12000.0,unemployed,35-49,0.475,8.6,2238.0,0,private_rent,Limerick,54.5,A,0
ECB-00614,52725.0,employed,35-49,0.357,10.5,19760.0,0,private_rent,Dublin,81.1,A,1
ECB-00615,41153.0,part_time,35-49,0.291,3.7,13601.0,0,mortgage,Rural,60.3,A,0
ECB-00616,12650.0,part_time,25-34,0.433,0.0,4696.0,1,mortgage,Galway,73.2,A,0
ECB-00617,41284.0,employed,35-49,0.11,4.5,4396.0,0,social_rent,Dublin,77.2,A,0
ECB-00618,88030.0,employed,25-34,0.166,11.3,11007.0,0,private_rent,Cork,54.1,B,0
ECB-00619,53799.0,employed,25-34,0.239,7.4,6939.0,0,owner,Limerick,66.4,B,0
ECB-00620,12460.0,part_time,25-34,0.243,11.9,3271.0,1,mortgage,Cork,96.8,A,0
ECB-00621,62709.0,employed,25-34,0.422,14.3,23812.0,0,mortgage,Galway,56.7,A,0
ECB-00622,12000.0,unemployed,25-34,0.17,6.8,1610.0,2,private_rent,Limerick,86.7,B,0
ECB-00623,63646.0,employed,35-49,0.293,6.3,16705.0,0,private_rent,Dublin,57.4,A,0
ECB-00624,12000.0,unemployed,25-34,0.632,0.0,5760.0,3,owner,Rural,100.0,A,1
ECB-00625,45530.0,employed,25-34,0.324,0.5,5852.0,0,private_rent,Cork,52.6,A,1
ECB-00626,22699.0,part_time,35-49,0.177,1.5,3528.0,2,private_rent,Cork,60.9,A,1
ECB-00627,46696.0,employed,25-34,0.87,11.4,14388.0,2,private_rent,Limerick,95.1,A,0
ECB-00628,32512.0,employed,35-49,0.614,6.8,10504.0,1,owner,Galway,90.9,B,0
ECB-00629,26144.0,part_time,65+,0.203,10.7,2523.0,0,mortgage,Cork,66.7,A,0
ECB-00630,12000.0,unemployed,35-49,0.183,5.1,1369.0,0,mortgage,Galway,48.5,A,0
ECB-00631,36054.0,part_time,50-64,0.082,4.4,3172.0,0,owner,Rural,69.5,A,0
ECB-00632,45411.0,employed,18-24,0.408,9.3,7669.0,0,mortgage,Rural,63.0,B,0
ECB-00633,22529.0,employed,18-24,0.566,5.0,8109.0,0,owner,Rural,52.6,A,1
ECB-00634,72898.0,employed,50-64,0.408,13.7,28466.0,1,owner,Dublin,80.5,A,0
ECB-00635,43074.0,employed,50-64,0.38,0.0,17016.0,1,private_rent,Cork,54.0,A,0
ECB-00636,45136.0,self_employed,50-64,0.161,11.3,6841.0,0,mortgage,Galway,39.8,B,0
ECB-00637,59201.0,self_employed,18-24,0.66,2.0,43852.0,0,private_rent,Dublin,33.8,B,1
ECB-00638,33512.0,part_time,50-64,0.576,7.0,17492.0,0,owner,Limerick,98.8,A,0
ECB-00639,48840.0,part_time,35-49,0.335,15.5,15463.0,0,private_rent,Dublin,58.8,A,0
ECB-00640,25336.0,part_time,25-34,0.086,6.5,1507.0,0,mortgage,Dublin,59.2,A,0
ECB-00641,41444.0,part_time,25-34,0.14,11.1,3424.0,1,private_rent,Dublin,44.4,B,0
ECB-00642,44354.0,employed,65+,0.652,8.2,20798.0,0,private_rent,Dublin,71.6,B,0
ECB-00643,52737.0,employed,18-24,0.474,4.7,24113.0,0,mortgage,Dublin,38.2,B,1
ECB-00644,55918.0,self_employed,50-64,0.346,0.2,16852.0,0,private_rent,Galway,46.3,A,0
ECB-00645,50529.0,part_time,35-49,0.415,8.2,20277.0,0,mortgage,Galway,62.2,A,0
ECB-00646,64514.0,employed,50-64,0.131,10.5,7209.0,0,private_rent,Dublin,67.6,A,0
ECB-00647,34383.0,employed,50-64,0.376,14.3,12091.0,1,owner,Dublin,74.9,B,0
ECB-00648,34941.0,self_employed,50-64,0.213,4.2,3527.0,2,mortgage,Rural,55.8,A,0
ECB-00649,45598.0,employed,25-34,0.42,5.7,11672.0,0,owner,Dublin,95.8,A,0
ECB-00650,29810.0,employed,18-24,0.477,1.2,11362.0,0,social_rent,Cork,51.0,B,1
ECB-00651,18006.0,part_time,35-49,0.195,7.2,1273.0,1,mortgage,Cork,49.8,A,0
ECB-00652,16107.0,self_employed,25-34,0.042,3.5,727.0,0,private_rent,Galway,43.1,B,0
ECB-00653,23221.0,employed,25-34,0.378,0.0,4748.0,1,mortgage,Rural,54.1,A,0
ECB-00654,70643.0,part_time,25-34,0.37,3.1,11001.0,0,mortgage,Galway,47.0,A,1
ECB-00655,34703.0,employed,25-34,0.329,8.2,10049.0,1,mortgage,Rural,81.5,A,0
ECB-00656,68086.0,part_time,18-24,0.489,3.7,16812.0,0,social_rent,Rural,50.0,A,0
ECB-00657,50315.0,employed,18-24,0.485,7.4,19513.0,0,private_rent,Dublin,60.6,B,0
ECB-00658,45598.0,self_employed,50-64,0.275,12.9,6883.0,0,owner,Dublin,49.5,A,0
ECB-00659,23736.0,employed,25-34,0.383,6.2,4387.0,2,private_rent,Cork,46.9,A,1
ECB-00660,46728.0,employed,65+,0.327,5.3,14347.0,0,mortgage,Cork,71.9,A,0
ECB-00661,67741.0,part_time,65+,0.458,15.6,20484.0,0,owner,Galway,80.8,A,0
ECB-00662,84590.0,employed,25-34,0.433,8.4,29673.0,0,mortgage,Dublin,85.8,B,0
ECB-00663,47479.0,employed,50-64,0.185,7.2,4601.0,0,owner,Dublin,36.5,B,0
ECB-00664,27809.0,employed,35-49,0.108,14.8,2384.0,0,mortgage,Cork,44.0,A,0
ECB-00665,30311.0,self_employed,35-49,0.431,10.8,8981.0,1,private_rent,Galway,100.0,A,0
ECB-00666,19699.0,part_time,18-24,0.417,5.1,3208.0,2,mortgage,Limerick,63.4,A,0
ECB-00667,29009.0,unemployed,25-34,0.394,9.4,10632.0,2,social_rent,Rural,43.3,A,1
ECB-00668,97176.0,employed,18-24,0.063,8.9,4831.0,0,private_rent,Dublin,87.5,A,0
ECB-00669,50927.0,employed,35-49,0.42,4.9,23368.0,0,social_rent,Cork,69.2,A,0
ECB-00670,40685.0,employed,65+,0.308,8.9,12492.0,3,private_rent,Rural,62.3,A,0
ECB-00671,84251.0,self_employed,35-49,0.656,7.3,44573.0,1,social_rent,Limerick,22.7,B,0
ECB-00672,12000.0,unemployed,50-64,0.208,2.4,962.0,0,mortgage,Galway,62.1,A,0
ECB-00673,42957.0,self_employed,65+,0.14,13.3,5708.0,0,private_rent,Cork,64.1,B,0
ECB-00674,51688.0,self_employed,35-49,0.683,9.0,27854.0,2,mortgage,Dublin,51.5,B,0
ECB-00675,31626.0,employed,18-24,0.077,4.1,2481.0,0,social_rent,Rural,90.2,A,0
ECB-00676,12259.0,unemployed,50-64,0.194,6.6,1930.0,1,owner,Galway,44.3,A,0
ECB-00677,30438.0,employed,35-49,0.806,17.1,8630.0,1,private_rent,Galway,61.0,B,0
ECB-00678,88215.0,employed,18-24,0.274,9.4,24248.0,0,private_rent,Cork,97.6,A,0
ECB-00679,110356.0,employed,35-49,0.555,8.0,60623.0,0,mortgage,Cork,47.3,A,1
ECB-00680,49102.0,employed,65+,0.095,14.0,2012.0,1,social_rent,Dublin,56.9,A,0
ECB-00681,37195.0,employed,25-34,0.237,15.7,7920.0,0,mortgage,Limerick,73.5,B,0
ECB-00682,32039.0,employed,35-49,0.272,5.5,6721.0,0,owner,Cork,64.6,B,0
ECB-00683,42000.0,employed,25-34,0.327,3.5,11290.0,1,private_rent,Dublin,58.5,B,1
ECB-00684,36403.0,self_employed,18-24,0.335,5.7,12963.0,0,mortgage,Cork,52.2,A,0
ECB-00685,44638.0,employed,18-24,0.582,6.7,14270.0,0,owner,Rural,71.5,A,1
ECB-00686,50544.0,employed,50-64,0.185,11.0,3368.0,2,owner,Cork,61.2,B,0
ECB-00687,12240.0,unemployed,50-64,0.088,12.8,554.0,0,owner,Cork,37.1,B,0
ECB-00688,26546.0,part_time,25-34,0.244,4.7,7014.0,0,private_rent,Galway,87.8,A,0
ECB-00689,38607.0,employed,25-34,0.28,1.2,5611.0,0,social_rent,Rural,46.6,B,0
ECB-00690,36379.0,employed,25-34,0.794,5.5,25712.0,0,private_rent,Galway,37.6,B,1
ECB-00691,23702.0,part_time,18-24,0.743,7.5,17288.0,0,owner,Rural,57.3,A,1
ECB-00692,65709.0,employed,35-49,0.185,3.7,12147.0,0,private_rent,Dublin,51.9,A,0
ECB-00693,21019.0,employed,35-49,0.041,0.0,500.0,0,social_rent,Rural,63.4,A,0
ECB-00694,29829.0,unemployed,35-49,0.432,9.3,4605.0,2,private_rent,Rural,40.6,B,0
ECB-00695,49562.0,employed,35-49,0.041,5.6,2329.0,0,mortgage,Cork,76.1,A,0
ECB-00696,38043.0,part_time,35-49,0.261,0.0,7666.0,3,owner,Galway,92.9,A,0
ECB-00697,64620.0,self_employed,18-24,0.284,4.9,7367.0,0,social_rent,Dublin,69.9,A,0
ECB-00698,30516.0,self_employed,25-34,0.77,6.5,8727.0,0,social_rent,Cork,37.0,B,0
ECB-00699,27811.0,employed,65+,0.503,22.2,13978.0,0,owner,Dublin,30.6,B,0
ECB-00700,26374.0,employed,50-64,0.363,9.0,10276.0,0,social_rent,Dublin,67.0,B,0
ECB-00701,41723.0,employed,65+,0.473,16.5,15184.0,0,owner,Rural,16.6,A,1
ECB-00702,63872.0,employed,50-64,0.273,8.4,11276.0,0,owner,Dublin,45.8,A,0
ECB-00703,22232.0,part_time,35-49,0.608,5.4,12332.0,1,private_rent,Galway,38.3,A,1
ECB-00704,61302.0,employed,65+,0.165,11.0,3714.0,2,private_rent,Dublin,54.1,A,0
ECB-00705,16066.0,self_employed,35-49,0.395,14.1,6789.0,0,mortgage,Cork,100.0,A,0
ECB-00706,21875.0,part_time,18-24,0.503,8.4,6103.0,0,social_rent,Cork,40.3,B,0
ECB-00707,48883.0,part_time,18-24,0.373,0.0,9173.0,2,social_rent,Dublin,82.7,A,0
ECB-00708,43177.0,employed,25-34,0.366,2.0,9455.0,1,owner,Galway,57.9,A,0
ECB-00709,32109.0,employed,18-24,0.495,0.0,6369.0,2,private_rent,Rural,44.2,A,0
ECB-00710,12000.0,unemployed,25-34,0.169,14.0,1342.0,1,private_rent,Cork,91.2,B,0
ECB-00711,12000.0,self_employed,50-64,0.735,0.0,8128.0,0,private_rent,Rural,100.0,A,1
ECB-00712,18337.0,part_time,50-64,0.15,12.6,2061.0,0,living_with_family,Galway,75.4,A,0
ECB-00713,26264.0,unemployed,35-49,0.721,10.6,16746.0,3,private_rent,Galway,74.5,A,0
ECB-00714,22243.0,part_time,25-34,0.444,9.3,5145.0,0,owner,Dublin,69.1,A,0
ECB-00715,37834.0,employed,50-64,0.083,6.0,2111.0,0,owner,Dublin,65.3,A,0
ECB-00716,16329.0,self_employed,25-34,0.226,14.7,2824.0,2,social_rent,Rural,74.1,A,0
ECB-00717,20146.0,employed,18-24,0.191,5.1,3105.0,0,living_with_family,Galway,75.2,B,0
ECB-00718,79660.0,self_employed,25-34,0.225,1.0,8947.0,0,owner,Cork,97.9,A,0
ECB-00719,21546.0,unemployed,25-34,0.281,2.2,6023.0,1,owner,Rural,58.6,A,0
ECB-00720,26008.0,employed,25-34,0.678,0.0,7440.0,0,private_rent,Dublin,70.3,A,1
ECB-00721,35110.0,employed,50-64,0.236,14.7,3545.0,0,owner,Limerick,66.4,A,0
ECB-00722,46022.0,employed,50-64,0.181,15.9,4574.0,0,owner,Dublin,86.4,A,0
ECB-00723,12000.0,unemployed,35-49,0.233,14.1,2442.0,2,social_rent,Rural,100.0,A,1
ECB-00724,17031.0,employed,25-34,0.61,7.8,4277.0,0,private_rent,Dublin,82.1,B,0
ECB-00725,39065.0,employed,50-64,0.186,1.1,2587.0,1,social_rent,Dublin,77.4,B,1
ECB-00726,60335.0,employed,35-49,0.613,3.0,26913.0,0,private_rent,Limerick,84.3,A,1
ECB-00727,60860.0,employed,25-34,0.666,3.4,25441.0,0,mortgage,Dublin,90.8,A,0
ECB-00728,62224.0,employed,35-49,0.318,8.3,9408.0,1,social_rent,Rural,100.0,B,0
ECB-00729,20859.0,employed,35-49,0.557,15.7,10168.0,0,mortgage,Galway,32.7,B,0
ECB-00730,47861.0,employed,35-49,0.33,15.7,13632.0,0,mortgage,Dublin,78.8,A,0
ECB-00731,41324.0,employed,25-34,0.171,6.0,3163.0,1,social_rent,Dublin,21.5,A,0
ECB-00732,44835.0,employed,35-49,0.424,0.0,10157.0,1,private_rent,Rural,85.1,A,0
ECB-00733,38152.0,employed,18-24,0.568,0.0,13913.0,1,social_rent,Galway,72.9,B,1
ECB-00734,34641.0,employed,25-34,0.486,14.7,19236.0,0,owner,Rural,58.2,A,1
ECB-00735,12000.0,self_employed,25-34,0.336,9.7,3892.0,0,living_with_family,Dublin,19.9,A,0
ECB-00736,78655.0,employed,65+,0.059,11.7,2886.0,0,private_rent,Rural,51.7,A,0
ECB-00737,54095.0,employed,25-34,0.112,6.3,6796.0,1,private_rent,Cork,72.0,A,0
ECB-00738,21519.0,employed,25-34,0.301,4.6,4626.0,0,social_rent,Galway,61.9,B,0
ECB-00739,57694.0,employed,25-34,0.6,2.2,22637.0,2,mortgage,Cork,56.8,A,0
ECB-00740,34315.0,employed,50-64,0.27,19.3,10231.0,1,private_rent,Dublin,46.9,B,0
ECB-00741,34756.0,employed,35-49,0.451,17.4,14721.0,1,private_rent,Rural,62.1,B,0
ECB-00742,20459.0,part_time,50-64,0.258,4.2,4153.0,0,private_rent,Rural,53.6,A,0
ECB-00743,53437.0,employed,25-34,0.282,0.0,12515.0,1,social_rent,Cork,77.6,B,0
ECB-00744,29282.0,employed,25-34,0.368,9.4,12171.0,1,private_rent,Rural,61.6,B,0
ECB-00745,28465.0,employed,35-49,0.453,7.7,6087.0,0,owner,Dublin,37.0,A,0
ECB-00746,77597.0,employed,25-34,0.161,11.8,7837.0,1,owner,Dublin,71.2,A,0
ECB-00747,38721.0,employed,50-64,0.29,12.9,7722.0,2,living_with_family,Dublin,70.5,B,0
ECB-00748,27054.0,part_time,50-64,0.56,2.4,17241.0,0,living_with_family,Cork,97.1,A,0
ECB-00749,39481.0,part_time,35-49,0.103,15.2,1701.0,0,living_with_family,Dublin,84.7,A,0
ECB-00750,34530.0,employed,65+,0.428,11.7,6500.0,0,owner,Cork,35.8,A,0
ECB-00751,37772.0,employed,35-49,0.198,11.7,5227.0,0,mortgage,Dublin,93.7,A,0
ECB-00752,53507.0,employed,25-34,0.112,7.1,2900.0,0,private_rent,Limerick,43.1,A,0
ECB-00753,23304.0,employed,35-49,0.375,13.3,7847.0,1,private_rent,Rural,68.5,A,0
ECB-00754,51508.0,self_employed,18-24,0.584,0.0,19211.0,1,owner,Limerick,81.6,A,0
ECB-00755,33188.0,employed,50-64,0.132,12.3,4499.0,0,private_rent,Dublin,94.3,A,0
ECB-00756,61673.0,employed,25-34,0.504,4.2,29520.0,0,owner,Limerick,97.0,B,0
ECB-00757,20872.0,unemployed,25-34,0.153,8.9,2314.0,0,mortgage,Dublin,90.9,A,0
ECB-00758,50574.0,employed,35-49,0.467,15.0,24227.0,0,mortgage,Limerick,60.5,B,1
ECB-00759,20364.0,employed,18-24,0.429,0.3,3762.0,0,owner,Galway,73.4,B,0
ECB-00760,44510.0,self_employed,18-24,0.396,0.0,14347.0,2,owner,Cork,72.0,A,0
ECB-00761,27453.0,employed,35-49,0.485,6.6,11095.0,2,social_rent,Dublin,55.2,A,0
ECB-00762,45863.0,employed,18-24,0.114,2.2,2848.0,1,private_rent,Rural,65.9,A,0
ECB-00763,14806.0,employed,35-49,0.166,3.0,957.0,1,living_with_family,Rural,95.4,B,0
ECB-00764,12000.0,unemployed,25-34,0.293,9.1,2732.0,4,mortgage,Galway,79.6,A,0
ECB-00765,79624.0,employed,25-34,0.326,9.3,19728.0,1,mortgage,Rural,100.0,A,1
ECB-00766,55054.0,employed,25-34,0.629,10.9,30210.0,0,mortgage,Rural,48.5,A,1
ECB-00767,39767.0,employed,50-64,0.384,4.2,7952.0,0,private_rent,Dublin,61.1,A,0
ECB-00768,27881.0,employed,65+,0.635,8.6,8741.0,2,mortgage,Limerick,54.5,B,1
ECB-00769,25764.0,self_employed,25-34,0.382,7.9,11150.0,2,private_rent,Cork,76.4,B,1
ECB-00770,51025.0,employed,65+,0.087,12.2,1965.0,0,private_rent,Cork,49.9,A,0
ECB-00771,39949.0,self_employed,35-49,0.345,7.3,15834.0,1,social_rent,Dublin,82.4,A,1
ECB-00772,93526.0,self_employed,35-49,0.356,4.8,30860.0,0,mortgage,Rural,82.3,A,0
ECB-00773,26604.0,part_time,50-64,0.459,10.2,10412.0,0,mortgage,Limerick,43.0,A,0
ECB-00774,47879.0,employed,50-64,0.305,3.6,9090.0,0,mortgage,Dublin,81.6,A,0
ECB-00775,15477.0,part_time,50-64,0.216,7.9,3488.0,0,owner,Cork,87.3,A,0
ECB-00776,35679.0,self_employed,35-49,0.148,6.9,5692.0,0,private_rent,Cork,68.3,B,0
ECB-00777,50496.0,employed,35-49,0.429,8.3,20089.0,0,private_rent,Limerick,34.9,A,0
ECB-00778,22001.0,part_time,25-34,0.248,14.7,5015.0,0,private_rent,Rural,58.0,B,0
ECB-00779,23235.0,part_time,25-34,0.268,1.7,4629.0,1,owner,Dublin,75.9,A,0
ECB-00780,54020.0,employed,35-49,0.356,0.0,7927.0,0,living_with_family,Cork,52.4,A,0
ECB-00781,32269.0,unemployed,18-24,0.5,1.4,18552.0,0,living_with_family,Galway,84.5,A,0
ECB-00782,49773.0,employed,25-34,0.304,2.5,5492.0,1,mortgage,Cork,81.1,A,0
ECB-00783,78033.0,self_employed,18-24,0.111,0.0,6472.0,0,social_rent,Cork,70.4,A,0
ECB-00784,19429.0,unemployed,25-34,0.249,17.6,3113.0,0,mortgage,Dublin,63.3,B,0
ECB-00785,68364.0,employed,35-49,0.394,11.4,26154.0,1,private_rent,Dublin,66.5,B,1
ECB-00786,19776.0,part_time,35-49,0.37,12.0,6874.0,0,social_rent,Cork,62.9,B,0
ECB-00787,42484.0,employed,35-49,0.287,7.0,10383.0,2,social_rent,Rural,44.9,A,0
ECB-00788,26389.0,part_time,18-24,0.143,6.7,1550.0,0,social_rent,Cork,60.3,A,0
ECB-00789,59625.0,self_employed,35-49,0.5,6.3,16093.0,3,mortgage,Dublin,69.3,A,0
ECB-00790,59948.0,employed,25-34,0.389,12.7,9907.0,2,social_rent,Limerick,88.5,B,0
ECB-00791,44396.0,employed,50-64,0.653,9.5,32836.0,2,private_rent,Rural,75.5,B,1
ECB-00792,69184.0,employed,35-49,0.078,8.3,2427.0,0,owner,Cork,94.5,A,0
ECB-00793,32570.0,employed,35-49,0.303,8.7,11096.0,0,owner,Dublin,37.7,B,0
ECB-00794,69454.0,employed,35-49,0.393,16.1,12014.0,1,private_rent,Limerick,61.6,A,0
ECB-00795,73653.0,employed,65+,0.282,14.4,21633.0,0,private_rent,Cork,89.3,A,0
ECB-00796,63251.0,employed,50-64,0.401,3.1,20559.0,0,mortgage,Galway,54.6,A,0
ECB-00797,49532.0,employed,35-49,0.238,10.2,11950.0,0,social_rent,Dublin,54.3,A,0
ECB-00798,35868.0,part_time,35-49,0.255,11.0,7839.0,0,private_rent,Dublin,58.1,B,0
ECB-00799,28067.0,self_employed,18-24,0.599,3.7,16229.0,0,mortgage,Cork,99.3,B,0
ECB-00800,31610.0,part_time,65+,0.354,13.2,10462.0,0,mortgage,Limerick,39.9,A,0
ECB-00801,53382.0,employed,25-34,0.482,3.0,14349.0,0,private_rent,Cork,78.0,A,0
ECB-00802,15894.0,part_time,25-34,0.537,9.0,9365.0,0,private_rent,Dublin,75.1,A,0
ECB-00803,57732.0,self_employed,65+,0.324,7.2,16167.0,0,private_rent,Cork,17.3,A,0
ECB-00804,26583.0,employed,50-64,0.405,7.2,5513.0,0,mortgage,Limerick,67.7,A,0
ECB-00805,38462.0,employed,18-24,0.37,1.0,8472.0,2,private_rent,Dublin,58.0,A,0
ECB-00806,47472.0,self_employed,18-24,0.581,9.6,21426.0,0,private_rent,Limerick,80.2,A,0
ECB-00807,33563.0,employed,18-24,0.03,12.6,1063.0,0,social_rent,Galway,99.3,A,0
ECB-00808,48395.0,employed,35-49,0.195,2.5,9336.0,1,owner,Cork,61.8,A,0
ECB-00809,15135.0,unemployed,18-24,0.467,4.5,4184.0,0,private_rent,Rural,56.8,B,0
ECB-00810,32239.0,employed,65+,0.473,11.9,13743.0,0,mortgage,Rural,97.3,A,0
ECB-00811,60210.0,employed,65+,0.464,15.9,9821.0,1,owner,Dublin,39.2,A,0
ECB-00812,12000.0,unemployed,35-49,0.335,9.0,2474.0,0,private_rent,Dublin,43.8,A,0
ECB-00813,130560.0,self_employed,35-49,0.343,6.5,45742.0,0,private_rent,Dublin,92.8,A,0
ECB-00814,44388.0,employed,25-34,0.442,9.0,9250.0,0,mortgage,Dublin,67.1,A,0
ECB-00815,17067.0,part_time,18-24,0.366,3.4,3954.0,0,private_rent,Galway,73.1,A,0
ECB-00816,16708.0,part_time,50-64,0.625,16.8,3664.0,2,mortgage,Rural,100.0,B,0
ECB-00817,70337.0,employed,25-34,0.491,4.4,12719.0,0,mortgage,Rural,37.7,B,0
ECB-00818,38789.0,self_employed,18-24,0.439,5.8,7950.0,0,mortgage,Dublin,64.5,A,0
ECB-00819,25243.0,employed,25-34,0.493,11.2,5373.0,0,mortgage,Cork,45.7,A,0
ECB-00820,61624.0,employed,18-24,0.357,6.8,16330.0,1,private_rent,Dublin,69.0,B,0
ECB-00821,38677.0,self_employed,35-49,0.336,7.0,13890.0,0,social_rent,Galway,58.0,A,0
ECB-00822,62570.0,employed,50-64,0.412,15.6,10758.0,1,private_rent,Dublin,46.9,A,0
ECB-00823,71040.0,self_employed,50-64,0.484,0.0,35988.0,0,owner,Rural,81.2,A,0
ECB-00824,32711.0,part_time,35-49,0.128,2.8,3689.0,1,mortgage,Rural,68.2,A,0
ECB-00825,137058.0,employed,50-64,0.376,12.0,24977.0,0,owner,Dublin,45.5,A,0
ECB-00826,21458.0,self_employed,35-49,0.603,3.9,7531.0,1,private_rent,Limerick,46.6,A,0
ECB-00827,32271.0,employed,50-64,0.481,3.6,7844.0,0,mortgage,Galway,71.7,A,1
ECB-00828,25765.0,part_time,35-49,0.444,6.1,11239.0,0,mortgage,Rural,37.9,A,0
ECB-00829,128995.0,employed,25-34,0.388,4.4,46522.0,0,private_rent,Cork,72.1,A,0
ECB-00830,94253.0,self_employed,65+,0.476,16.8,26626.0,0,private_rent,Dublin,71.1,B,0
ECB-00831,83276.0,employed,25-34,0.164,13.2,5360.0,0,mortgage,Galway,80.0,A,0
ECB-00832,32619.0,employed,18-24,0.613,5.0,9705.0,0,mortgage,Dublin,56.8,A,1
ECB-00833,34376.0,self_employed,25-34,0.05,14.0,1461.0,0,private_rent,Galway,72.9,A,0
ECB-00834,19913.0,part_time,35-49,0.577,1.3,4851.0,1,private_rent,Dublin,45.5,A,0
ECB-00835,32776.0,self_employed,25-34,0.091,8.9,2329.0,1,owner,Limerick,70.5,A,1
ECB-00836,56595.0,part_time,35-49,0.639,15.5,30388.0,1,social_rent,Rural,62.1,A,0
ECB-00837,14625.0,unemployed,50-64,0.467,13.6,6147.0,1,mortgage,Dublin,49.3,A,0
ECB-00838,44348.0,employed,25-34,0.327,16.0,6531.0,0,mortgage,Cork,79.2,A,0
ECB-00839,59463.0,employed,35-49,0.456,5.4,19466.0,1,owner,Limerick,27.4,B,0
ECB-00840,19852.0,employed,25-34,0.419,13.3,5989.0,1,mortgage,Dublin,41.7,B,0
ECB-00841,29604.0,part_time,50-64,0.03,6.3,904.0,0,mortgage,Galway,48.8,A,0
ECB-00842,28464.0,employed,25-34,0.29,11.6,5991.0,0,mortgage,Galway,58.9,A,1
ECB-00843,36760.0,employed,25-34,0.471,15.3,11699.0,0,private_rent,Cork,86.4,B,0
ECB-00844,35815.0,employed,35-49,0.691,4.4,11111.0,0,mortgage,Rural,81.6,A,0
ECB-00845,19526.0,part_time,35-49,0.4,0.0,7079.0,1,social_rent,Cork,64.9,B,0
ECB-00846,51612.0,employed,50-64,0.352,18.1,15363.0,2,living_with_family,Galway,69.0,A,1
ECB-00847,51511.0,self_employed,35-49,0.095,11.0,4517.0,1,mortgage,Dublin,67.8,A,0
ECB-00848,38014.0,employed,50-64,0.259,7.9,8628.0,0,owner,Dublin,87.7,B,0
ECB-00849,19283.0,unemployed,35-49,0.414,7.7,8389.0,2,private_rent,Dublin,35.3,A,0
ECB-00850,31544.0,employed,18-24,0.448,0.0,14871.0,0,living_with_family,Rural,81.9,A,0
ECB-00851,63368.0,employed,25-34,0.207,9.6,7809.0,1,social_rent,Rural,58.9,A,0
ECB-00852,26349.0,part_time,18-24,0.589,1.7,7700.0,1,owner,Rural,77.1,A,0
ECB-00853,12000.0,unemployed,25-34,0.473,8.8,6188.0,1,mortgage,Dublin,72.1,B,0
ECB-00854,29349.0,employed,35-49,0.337,8.7,9103.0,0,owner,Cork,76.2,B,0
ECB-00855,41830.0,employed,25-34,0.619,0.0,29159.0,0,social_rent,Limerick,96.5,A,0
ECB-00856,67087.0,part_time,35-49,0.369,11.0,18529.0,1,private_rent,Galway,43.3,A,0
ECB-00857,28099.0,part_time,35-49,0.542,9.5,17052.0,0,mortgage,Dublin,86.1,A,0
ECB-00858,27862.0,employed,35-49,0.458,10.2,5722.0,1,private_rent,Rural,66.9,A,0
ECB-00859,70507.0,employed,35-49,0.406,7.5,23538.0,1,mortgage,Dublin,59.7,A,0
ECB-00860,23379.0,part_time,25-34,0.338,8.8,5905.0,1,private_rent,Dublin,100.0,A,0
